invoiceid,custID,prodID,cal_day,cal_month,cal_quarter,cal_year,fiscal_quarter,fiscal_year,qty,amt,discounted
3333,14,91,4,3,1,6,4,5,89,43823.6,0
3393,8,91,14,2,1,9,4,8,125,61550.0,0
3407,30,91,7,2,1,8,4,7,74,36437.6,0
3531,38,91,6,11,4,8,3,8,25,12310.0,0
3543,35,91,6,9,3,8,2,8,40,19696.0,0
3580,9,91,24,3,1,10,4,9,34,16741.6,0
3590,1,91,14,1,1,8,3,7,163,80261.2,0
3635,3,91,27,7,3,8,1,8,165,81246.0,0
3704,28,91,19,2,1,5,4,4,19,9355.6,0
3958,17,91,27,11,4,7,3,7,59,29051.6,0
4169,12,91,11,6,2,7,1,7,61,30036.4,0
4216,33,91,30,7,3,6,1,6,193,95033.2,0
4368,17,91,19,3,1,8,4,7,156,76814.4,0
4510,31,91,8,2,1,10,4,9,56,27574.4,0
4551,21,91,1,4,2,6,4,5,84,41361.6,0
4695,2,91,9,11,4,10,3,10,104,51209.6,0
4715,33,91,1,12,4,6,3,6,81,39884.4,0
5018,10,91,7,12,4,10,3,10,26,12802.4,0
5129,18,91,8,12,4,10,3,10,22,10832.8,0
5260,10,91,20,4,2,9,4,8,103,50717.2,0
5330,13,91,23,12,4,6,3,6,19,9355.6,0
5423,1,91,2,2,1,5,4,4,17,8370.8,0
5540,35,91,30,9,3,10,2,10,113,55641.2,0
5553,21,91,16,3,1,5,4,4,92,45300.8,0
5807,15,91,2,3,1,7,4,6,103,50717.2,0
5847,26,91,21,10,4,10,2,10,163,80261.2,0
5991,39,91,2,11,4,9,3,9,197,97002.8,0
6084,11,91,25,9,3,8,2,8,52,25604.8,0
6161,17,91,23,5,2,8,1,8,61,30036.4,0
6296,33,91,23,12,4,5,3,5,191,94048.4,0
6439,17,91,23,2,1,5,4,4,72,35452.8,0
6544,23,91,29,11,4,7,3,7,61,30036.4,0
6716,5,91,13,12,4,7,3,7,141,69428.4,0
6781,5,91,28,5,2,8,1,8,199,97987.6,0
6782,20,91,3,2,1,9,4,8,70,34468.0,0
6878,13,91,12,5,2,7,1,7,193,95033.2,0
6879,24,91,18,9,3,5,2,5,172,84692.8,0
7087,8,91,30,8,3,10,2,10,44,21665.6,0
7098,38,91,8,10,4,10,2,10,128,63027.2,0
7139,22,91,28,6,2,5,1,5,171,84200.4,0
7175,36,91,2,8,3,7,2,7,65,32006.0,0
7388,1,91,8,8,3,9,2,9,180,88632.0,0
7475,6,91,11,11,4,8,3,8,92,45300.8,0
7523,29,91,23,9,3,9,2,9,10,4924.0,0
7534,19,91,22,2,1,7,4,6,116,57118.4,0
7600,22,91,4,1,1,9,3,8,194,95525.6,0
7606,20,91,12,7,3,5,1,5,187,92078.8,0
7678,24,91,31,8,3,6,2,6,197,97002.8,0
7692,30,91,17,3,1,6,4,5,78,38407.2,0
7728,13,91,23,1,1,7,3,6,87,42838.8,0
7813,26,91,9,8,3,6,2,6,132,64996.8,0
7837,17,91,25,2,1,8,4,7,91,44808.4,0
7962,14,91,2,4,2,8,4,7,185,91094.0,0
7974,1,91,5,12,4,10,3,10,126,62042.4,0
8005,1,91,10,6,2,5,1,5,65,32006.0,0
8094,26,91,9,3,1,5,4,4,150,73860.0,0
8129,18,91,20,8,3,8,2,8,114,56133.6,0
8138,21,91,1,8,3,5,2,5,117,57610.8,0
8354,26,91,1,8,3,7,2,7,194,95525.6,0
8404,6,91,14,10,4,9,2,9,136,66966.4,0
8555,16,91,2,6,2,6,1,6,20,9848.0,0
8584,6,91,10,6,2,9,1,9,149,73367.6,0
8589,34,91,30,11,4,6,3,6,193,95033.2,0
8616,20,91,30,3,1,10,4,9,184,90601.6,0
8647,8,91,5,4,2,10,4,9,115,56626.0,0
8732,16,91,13,8,3,6,2,6,69,33975.6,0
8769,34,91,3,9,3,7,2,7,82,40376.8,0
8803,16,91,14,4,2,10,4,9,35,17234.0,0
8871,32,91,22,9,3,8,2,8,156,76814.4,0
9151,35,91,13,1,1,5,3,4,113,55641.2,0
9185,6,91,22,2,1,8,4,7,150,73860.0,0
9206,40,91,19,2,1,7,4,6,141,69428.4,0
9244,7,91,7,2,1,8,4,7,160,78784.0,0
9345,2,91,8,7,3,8,1,8,99,48747.6,0
9370,19,91,6,12,4,8,3,8,34,16741.6,0
9398,35,91,6,6,2,6,1,6,105,51702.0,0
9439,4,91,20,1,1,6,3,5,49,24127.6,0
9448,5,91,18,1,1,5,3,4,90,44316.0,0
9487,35,91,15,12,4,6,3,6,135,66474.0,0
9544,40,91,24,5,2,10,1,10,10,4924.0,0
9547,35,91,8,11,4,8,3,8,54,26589.6,0
9758,32,91,8,3,1,8,4,7,92,45300.8,0
9767,4,91,21,4,2,7,4,6,123,60565.2,0
9776,23,91,20,1,1,7,3,6,189,93063.6,0
9794,33,91,22,5,2,6,1,6,40,19696.0,0
9838,30,91,9,3,1,5,4,4,32,15756.8,0
9993,15,91,18,11,4,6,3,6,107,52686.8,0
9998,5,91,22,4,2,8,4,7,11,5416.4,0
10006,29,91,16,9,3,9,2,9,22,10832.8,0
10015,5,91,17,10,4,9,2,9,128,63027.2,0
10018,35,91,27,6,2,7,1,7,43,21173.2,0
10073,22,91,18,10,4,10,2,10,144,70905.6,0
10138,28,91,26,3,1,7,4,6,82,40376.8,0
10148,8,91,4,7,3,5,1,5,160,78784.0,0
10306,21,91,2,10,4,8,2,8,78,38407.2,0
10416,27,91,8,5,2,8,1,8,61,30036.4,0
10451,6,91,13,3,1,10,4,9,88,43331.2,0
10544,23,91,24,4,2,10,4,9,65,32006.0,0
10566,32,91,20,8,3,10,2,10,93,45793.2,0
10641,31,91,1,9,3,8,2,8,101,49732.4,0
10774,33,91,10,5,2,6,1,6,30,14772.0,0
10786,14,91,4,7,3,8,1,8,75,36930.0,0
10882,29,91,23,2,1,7,4,6,44,21665.6,0
10950,33,91,2,5,2,9,1,9,58,28559.2,0
10971,20,91,4,4,2,6,4,5,73,35945.2,0
11002,21,91,28,12,4,8,3,8,102,50224.8,0
11003,32,91,4,6,2,7,1,7,109,53671.6,0
11022,2,91,2,1,1,10,3,9,126,62042.4,0
11035,2,91,17,6,2,10,1,10,190,93556.0,0
11056,16,91,12,1,1,9,3,8,130,64012.0,0
11075,33,91,18,6,2,8,1,8,128,63027.2,0
11210,33,91,10,1,1,8,3,7,152,74844.8,0
11213,40,91,5,8,3,8,2,8,181,89124.4,0
11341,7,91,31,7,3,10,1,10,126,62042.4,0
11386,27,91,18,5,2,9,1,9,60,29544.0,0
11557,18,91,20,3,1,8,4,7,167,82230.8,0
11627,34,91,25,2,1,7,4,6,18,8863.2,0
11651,11,91,15,9,3,6,2,6,156,76814.4,0
11759,21,91,23,11,4,8,3,8,101,49732.4,0
11815,13,91,10,3,1,6,4,5,143,70413.2,0
11853,30,91,30,11,4,8,3,8,21,10340.4,0
11927,7,91,21,3,1,9,4,8,113,55641.2,0
12181,39,91,10,2,1,5,4,4,126,62042.4,0
12184,14,91,13,1,1,7,3,6,122,60072.8,0
12229,8,91,30,7,3,8,1,8,105,51702.0,0
12407,30,91,6,1,1,5,3,4,143,70413.2,0
12561,9,91,1,4,2,8,4,7,152,74844.8,0
12597,10,91,30,5,2,8,1,8,22,10832.8,0
12927,13,91,26,12,4,7,3,7,190,93556.0,0
12955,31,91,12,7,3,8,1,8,42,20680.8,0
12962,25,91,12,9,3,8,2,8,32,15756.8,0
13067,18,91,8,2,1,10,4,9,28,13787.2,0
13183,28,91,5,2,1,6,4,5,162,79768.8,0
13349,32,91,3,3,1,7,4,6,30,14772.0,0
13377,26,91,13,2,1,5,4,4,18,8863.2,0
13541,10,91,29,11,4,9,3,9,162,79768.8,0
13574,2,91,30,8,3,6,2,6,22,10832.8,0
13589,36,91,23,5,2,10,1,10,113,55641.2,0
13610,9,91,5,6,2,6,1,6,148,72875.2,0
13613,10,91,21,10,4,10,2,10,184,90601.6,0
13618,38,91,24,9,3,9,2,9,191,94048.4,0
13628,38,91,24,9,3,5,2,5,30,14772.0,0
14091,40,91,15,1,1,5,3,4,154,75829.6,0
14094,30,91,20,1,1,9,3,8,28,13787.2,0
14133,39,91,18,7,3,6,1,6,66,32498.4,0
14136,37,91,2,12,4,5,3,5,41,20188.4,0
14241,20,91,10,5,2,5,1,5,115,56626.0,0
14275,16,91,15,1,1,6,3,5,147,72382.8,0
14481,14,91,9,12,4,7,3,7,82,40376.8,0
14560,35,91,30,3,1,6,4,5,188,92571.2,0
14578,21,91,19,3,1,5,4,4,38,18711.2,0
14840,28,91,20,6,2,10,1,10,120,59088.0,0
14959,2,91,31,5,2,10,1,10,103,50717.2,0
15047,28,91,16,11,4,8,3,8,64,31513.6,0
15055,28,91,16,11,4,7,3,7,94,46285.6,0
15091,10,91,6,4,2,10,4,9,196,96510.4,0
15136,22,91,23,4,2,6,4,5,46,22650.4,0
15232,21,91,17,7,3,6,1,6,49,24127.6,0
15251,2,91,19,1,1,7,3,6,20,8114.8,1
15264,15,91,25,8,3,8,2,8,195,96018.0,0
15568,11,91,25,10,4,7,2,7,63,31021.2,0
15632,19,91,10,7,3,10,1,10,66,32498.4,0
15642,21,91,6,2,1,6,4,5,69,33975.6,0
15671,22,91,3,4,2,5,4,4,149,73367.6,0
15680,12,91,21,10,4,10,2,10,91,44808.4,0
15811,20,91,16,8,3,10,2,10,195,96018.0,0
15840,27,91,13,12,4,9,3,9,43,21173.2,0
15908,9,91,18,4,2,9,4,8,98,48255.2,0
15943,30,91,24,12,4,6,3,6,93,45793.2,0
16258,32,91,16,12,4,5,3,5,150,73860.0,0
16324,27,91,10,4,2,7,4,6,149,73367.6,0
16370,1,91,15,9,3,6,2,6,28,13787.2,0
16438,13,91,29,7,3,7,1,7,183,90109.2,0
16500,24,91,6,5,2,10,1,10,82,40376.8,0
16636,15,91,22,5,2,5,1,5,27,13294.8,0
16694,19,91,8,5,2,9,1,9,179,88139.6,0
16781,12,91,31,7,3,6,1,6,15,7386.0,0
16850,26,91,8,8,3,5,2,5,187,92078.8,0
16923,25,91,22,6,2,9,1,9,50,24620.0,0
16928,40,91,21,2,1,9,4,8,135,66474.0,0
16929,13,91,26,4,2,5,4,4,180,88632.0,0
16947,22,91,2,1,1,5,3,4,173,85185.2,0
17067,16,91,29,3,1,7,4,6,135,66474.0,0
17201,27,91,26,8,3,7,2,7,64,31513.6,0
17314,38,91,31,10,4,7,2,7,90,44316.0,0
17336,36,91,7,6,2,5,1,5,136,66966.4,0
17444,6,91,19,11,4,7,3,7,132,64996.8,0
17457,4,91,3,10,4,9,2,9,101,49732.4,0
17577,12,91,1,6,2,8,1,8,125,61550.0,0
17621,28,91,28,4,2,5,4,4,132,64996.8,0
17656,32,91,11,1,1,6,3,5,85,41854.0,0
17684,23,91,2,3,1,8,4,7,36,17726.4,0
17709,33,91,21,8,3,10,2,10,101,49732.4,0
17847,8,91,3,11,4,10,3,10,179,88139.6,0
17866,35,91,10,5,2,8,1,8,70,34468.0,0
17908,40,91,28,9,3,7,2,7,71,34960.4,0
17951,18,91,3,4,2,6,4,5,195,96018.0,0
17996,10,91,24,2,1,5,4,4,83,40869.2,0
18020,22,91,12,6,2,9,1,9,76,37422.4,0
18032,38,91,4,1,1,10,3,9,87,42838.8,0
18042,6,91,16,4,2,9,4,8,50,24620.0,0
18046,11,91,2,9,3,10,2,10,26,12802.4,0
18051,12,91,13,10,4,5,2,5,33,16249.2,0
18141,18,91,17,3,1,8,4,7,72,35452.8,0
18266,16,91,15,6,2,5,1,5,24,11817.6,0
18413,9,91,31,8,3,7,2,7,191,94048.4,0
18426,36,91,2,10,4,6,2,6,179,88139.6,0
18427,21,91,14,11,4,9,3,9,80,39392.0,0
18459,36,91,18,6,2,8,1,8,103,50717.2,0
18578,18,91,10,2,1,6,4,5,77,37914.8,0
18601,5,91,18,4,2,5,4,4,128,63027.2,0
18690,13,91,8,11,4,6,3,6,19,9355.6,0
18814,1,91,7,3,1,6,4,5,123,60565.2,0
18838,6,91,1,6,2,10,1,10,39,19203.6,0
18925,3,91,14,3,1,5,4,4,136,66966.4,0
18930,4,91,6,11,4,6,3,6,55,27082.0,0
18959,14,91,3,12,4,5,3,5,192,94540.8,0
18970,34,91,2,6,2,7,1,7,134,65981.6,0
18980,13,91,13,10,4,10,2,10,133,65489.2,0
19001,2,91,21,5,2,9,1,9,18,8863.2,0
19102,25,91,13,4,2,7,4,6,179,88139.6,0
19226,11,91,1,7,3,5,1,5,80,39392.0,0
19250,30,91,1,5,2,10,1,10,192,94540.8,0
19251,4,91,14,3,1,10,4,9,83,40869.2,0
19340,16,91,7,12,4,10,3,10,51,25112.4,0
19370,30,91,6,7,3,9,1,9,16,7878.4,0
19374,7,91,28,11,4,8,3,8,105,51702.0,0
19440,8,91,22,8,3,5,2,5,95,46778.0,0
19447,40,91,23,6,2,5,1,5,16,7878.4,0
19489,30,91,10,7,3,6,1,6,90,44316.0,0
19553,17,91,12,12,4,6,3,6,65,32006.0,0
19573,17,91,7,10,4,10,2,10,142,69920.8,0
19576,38,91,1,8,3,7,2,7,52,25604.8,0
19585,8,91,1,2,1,9,4,8,69,33975.6,0
19635,1,91,23,8,3,6,2,6,37,18218.8,0
19686,29,91,10,7,3,10,1,10,94,46285.6,0
19716,2,91,8,10,4,10,2,10,171,84200.4,0
19864,20,91,24,10,4,6,2,6,165,81246.0,0
19868,27,91,17,9,3,8,2,8,140,68936.0,0
19910,37,91,19,10,4,10,2,10,101,49732.4,0
19912,38,91,23,5,2,5,1,5,66,32498.4,0
19992,25,91,1,1,1,8,3,7,25,12310.0,0
20167,3,91,19,1,1,5,3,4,48,23635.2,0
20254,40,91,9,6,2,9,1,9,68,33483.2,0
20295,31,91,17,7,3,10,1,10,58,28559.2,0
20426,13,91,21,5,2,10,1,10,11,5416.4,0
20460,1,91,4,8,3,10,2,10,10,4924.0,0
20559,34,91,17,2,1,10,4,9,151,74352.4,0
20579,17,91,21,9,3,8,2,8,82,40376.8,0
20634,15,91,14,1,1,8,3,7,28,13787.2,0
20659,7,91,2,11,4,8,3,8,92,45300.8,0
20678,20,91,13,8,3,7,2,7,135,66474.0,0
20724,13,91,23,3,1,9,4,8,146,71890.4,0
20791,29,91,14,11,4,7,3,7,13,6401.2,0
20817,40,91,21,1,1,6,3,5,147,72382.8,0
20825,10,91,27,2,1,5,4,4,29,14279.6,0
20929,31,91,26,10,4,5,2,5,139,68443.6,0
21044,40,91,20,11,4,7,3,7,200,98480.0,0
21186,33,91,27,10,4,10,2,10,92,45300.8,0
21208,29,91,8,7,3,9,1,9,115,56626.0,0
21252,38,91,8,7,3,10,1,10,123,60565.2,0
21314,31,91,27,11,4,9,3,9,138,67951.2,0
21326,25,91,19,6,2,5,1,5,78,38407.2,0
21339,25,91,6,10,4,9,2,9,63,31021.2,0
21372,39,91,29,11,4,6,3,6,182,89616.8,0
21380,26,91,2,1,1,9,3,8,178,87647.2,0
21412,35,91,3,12,4,9,3,9,154,75829.6,0
21487,21,91,18,1,1,7,3,6,120,59088.0,0
21633,22,91,26,4,2,7,4,6,56,27574.4,0
21639,7,91,24,12,4,9,3,9,169,83215.6,0
21785,21,91,27,4,2,10,4,9,46,22650.4,0
21792,5,91,29,12,4,6,3,6,156,76814.4,0
21844,34,91,19,9,3,5,2,5,34,16741.6,0
21880,10,91,25,5,2,9,1,9,132,64996.8,0
21905,20,91,16,6,2,9,1,9,178,87647.2,0
22197,7,91,9,9,3,10,2,10,44,21665.6,0
22206,31,91,23,12,4,7,3,7,179,88139.6,0
22255,4,91,17,8,3,9,2,9,141,69428.4,0
22410,37,91,19,11,4,8,3,8,185,91094.0,0
22416,8,91,10,1,1,6,3,5,166,81738.4,0
22421,9,91,9,1,1,9,3,8,150,73860.0,0
22458,25,91,6,7,3,10,1,10,187,92078.8,0
22470,36,91,13,9,3,6,2,6,71,34960.4,0
22502,11,91,8,6,2,7,1,7,49,24127.6,0
22528,36,91,20,4,2,8,4,7,45,22158.0,0
22595,11,91,27,2,1,6,4,5,180,88632.0,0
22644,13,91,8,1,1,9,3,8,48,23635.2,0
22656,8,91,20,12,4,8,3,8,47,23142.8,0
22690,19,91,6,2,1,6,4,5,146,71890.4,0
22693,9,91,17,2,1,5,4,4,157,77306.8,0
22758,1,91,4,3,1,7,4,6,57,28066.8,0
22790,10,91,14,1,1,10,3,9,55,27082.0,0
22932,22,91,2,11,4,8,3,8,47,23142.8,0
22959,34,91,4,6,2,9,1,9,150,73860.0,0
22986,10,91,1,8,3,5,2,5,105,51702.0,0
22988,38,91,30,5,2,8,1,8,148,72875.2,0
23091,4,91,31,12,4,5,3,5,187,92078.8,0
23109,34,91,21,12,4,5,3,5,17,8370.8,0
23123,30,91,29,4,2,7,4,6,73,35945.2,0
23164,37,91,23,11,4,8,3,8,181,89124.4,0
23224,3,91,10,12,4,6,3,6,98,48255.2,0
23228,37,91,22,4,2,7,4,6,138,67951.2,0
23274,20,91,10,3,1,5,4,4,51,25112.4,0
23416,18,91,23,12,4,6,3,6,198,97495.2,0
23536,39,91,3,4,2,8,4,7,147,72382.8,0
23551,26,91,27,9,3,5,2,5,22,10832.8,0
23702,32,91,2,6,2,6,1,6,145,71398.0,0
23722,32,91,25,8,3,5,2,5,18,8863.2,0
23848,15,91,24,10,4,9,2,9,123,60565.2,0
23999,27,91,24,2,1,5,4,4,70,34468.0,0
24070,12,91,19,1,1,7,3,6,13,6401.2,0
24085,36,91,16,11,4,7,3,7,130,64012.0,0
24195,11,91,24,8,3,7,2,7,165,81246.0,0
24198,33,91,30,11,4,6,3,6,164,80753.6,0
24265,6,91,6,12,4,9,3,9,173,85185.2,0
24353,36,91,7,3,1,7,4,6,79,38899.6,0
24464,24,91,17,1,1,7,3,6,174,85677.6,0
24467,37,91,10,1,1,7,3,6,16,7878.4,0
24490,11,91,17,2,1,7,4,6,49,24127.6,0
24538,2,91,10,1,1,7,3,6,85,41854.0,0
24671,18,91,4,9,3,8,2,8,167,82230.8,0
24699,9,91,31,7,3,8,1,8,84,41361.6,0
24720,26,91,22,4,2,5,4,4,93,45793.2,0
24860,21,91,28,5,2,10,1,10,14,6893.6,0
25014,35,91,14,4,2,10,4,9,34,16741.6,0
25028,21,91,5,1,1,9,3,8,78,38407.2,0
25086,5,91,16,4,2,8,4,7,196,96510.4,0
25142,32,91,30,1,1,10,3,9,143,70413.2,0
25165,28,91,28,11,4,7,3,7,15,7386.0,0
25173,1,91,17,5,2,6,1,6,25,12310.0,0
25196,34,91,16,11,4,6,3,6,104,51209.6,0
25250,37,91,20,9,3,6,2,6,55,27082.0,0
25338,7,91,16,7,3,6,1,6,101,49732.4,0
25355,36,91,14,2,1,9,4,8,98,48255.2,0
25364,21,91,6,6,2,9,1,9,142,69920.8,0
25373,39,91,29,12,4,7,3,7,16,7878.4,0
25410,9,91,9,7,3,6,1,6,110,54164.0,0
25420,14,91,16,10,4,8,2,8,58,28559.2,0
25445,16,91,10,11,4,6,3,6,71,34960.4,0
25514,36,91,17,11,4,6,3,6,24,11817.6,0
25703,22,91,12,4,2,9,4,8,15,7386.0,0
25744,30,91,22,9,3,5,2,5,26,12802.4,0
25785,32,91,6,7,3,8,1,8,109,53671.6,0
25871,16,91,21,1,1,8,3,7,183,90109.2,0
25946,33,91,18,12,4,9,3,9,89,43823.6,0
25948,33,91,18,12,4,6,3,6,101,49732.4,0
25958,23,91,3,12,4,8,3,8,117,57610.8,0
25973,30,91,29,11,4,5,3,5,137,67458.8,0
25975,35,91,30,1,1,8,3,7,146,71890.4,0
25976,25,91,31,10,4,7,2,7,162,79768.8,0
25991,35,91,24,3,1,5,4,4,133,65489.2,0
26064,22,91,25,12,4,8,3,8,113,55641.2,0
26066,22,91,6,11,4,8,3,8,30,14772.0,0
26118,38,91,21,4,2,6,4,5,162,79768.8,0
26198,29,91,29,8,3,6,2,6,65,32006.0,0
26388,33,91,8,6,2,8,1,8,79,38899.6,0
26459,37,91,22,5,2,6,1,6,192,94540.8,0
26481,26,91,10,2,1,7,4,6,110,54164.0,0
26615,13,91,20,3,1,5,4,4,79,38899.6,0
26646,8,91,31,10,4,7,2,7,16,7878.4,0
26668,22,91,23,6,2,6,1,6,94,46285.6,0
26700,10,91,7,10,4,8,2,8,149,73367.6,0
26702,33,91,3,4,2,6,4,5,98,48255.2,0
26847,9,91,7,3,1,10,4,9,125,61550.0,0
26890,18,91,10,12,4,9,3,9,116,57118.4,0
26906,9,91,3,12,4,5,3,5,103,50717.2,0
26929,32,91,31,1,1,7,3,6,34,16741.6,0
27061,28,91,23,11,4,8,3,8,126,62042.4,0
27110,19,91,14,11,4,6,3,6,20,9848.0,0
27138,20,91,12,5,2,5,1,5,85,41854.0,0
27141,6,91,17,10,4,9,2,9,71,34960.4,0
27142,34,91,29,7,3,9,1,9,40,19696.0,0
27263,9,91,26,5,2,5,1,5,16,7878.4,0
27435,7,91,7,7,3,8,1,8,60,29544.0,0
27459,10,91,9,12,4,8,3,8,179,88139.6,0
27548,25,91,1,6,2,5,1,5,85,41854.0,0
27618,3,91,23,11,4,7,3,7,62,30528.8,0
27743,13,91,4,7,3,8,1,8,136,66966.4,0
27904,29,91,23,5,2,10,1,10,53,26097.2,0
27905,29,91,5,10,4,7,2,7,30,14772.0,0
27908,33,91,19,4,2,7,4,6,28,13787.2,0
28022,12,91,19,6,2,8,1,8,116,57118.4,0
28033,35,91,8,4,2,8,4,7,82,40376.8,0
28036,35,91,8,4,2,5,4,4,22,10832.8,0
28042,6,91,9,10,4,5,2,5,57,28066.8,0
28129,9,91,2,9,3,8,2,8,181,89124.4,0
28335,2,91,4,3,1,10,4,9,107,52686.8,0
28385,35,91,15,1,1,9,3,8,110,54164.0,0
28552,23,91,25,9,3,6,2,6,50,24620.0,0
28581,9,91,12,7,3,5,1,5,66,32498.4,0
28848,40,91,26,7,3,5,1,5,100,49240.0,0
28976,23,91,28,9,3,7,2,7,10,4924.0,0
28983,6,91,13,9,3,9,2,9,80,39392.0,0
29103,39,91,9,5,2,10,1,10,99,48747.6,0
29124,28,91,1,3,1,10,4,9,44,21665.6,0
29137,18,91,6,2,1,10,4,9,181,89124.4,0
29152,2,91,5,8,3,5,2,5,112,55148.8,0
29203,38,91,12,9,3,6,2,6,90,44316.0,0
29222,22,91,27,2,1,9,4,8,61,30036.4,0
29334,19,91,25,11,4,7,3,7,22,10832.8,0
29482,13,91,1,3,1,7,4,6,95,46778.0,0
29508,19,91,30,4,2,9,4,8,107,52686.8,0
29513,12,91,31,1,1,8,3,7,67,32990.8,0
29557,25,91,13,6,2,7,1,7,35,17234.0,0
29572,39,91,22,6,2,6,1,6,31,15264.4,0
29802,36,91,23,12,4,7,3,7,165,81246.0,0
29903,3,91,10,2,1,8,4,7,100,49240.0,0
30032,30,91,30,10,4,8,2,8,62,30528.8,0
30148,20,91,29,1,1,6,3,5,68,33483.2,0
30161,24,91,9,8,3,7,2,7,94,46285.6,0
30163,24,91,9,8,3,9,2,9,14,6893.6,0
30234,33,91,2,12,4,5,3,5,28,13787.2,0
30304,12,91,8,7,3,6,1,6,80,39392.0,0
30329,1,91,24,11,4,9,3,9,44,21665.6,0
30395,21,91,4,5,2,10,1,10,171,84200.4,0
30455,6,91,20,2,1,9,4,8,110,54164.0,0
30474,39,91,3,3,1,7,4,6,44,21665.6,0
30490,11,91,2,8,3,9,2,9,146,71890.4,0
30505,26,91,4,6,2,9,1,9,33,16249.2,0
30539,12,91,7,11,4,5,3,5,86,42346.4,0
30625,21,91,13,8,3,6,2,6,71,34960.4,0
30705,26,91,31,7,3,8,1,8,23,11325.2,0
30984,17,91,29,9,3,7,2,7,61,30036.4,0
30995,23,91,10,10,4,10,2,10,166,81738.4,0
31067,6,91,11,6,2,8,1,8,152,74844.8,0
31139,8,91,29,1,1,8,3,7,138,67951.2,0
31228,23,91,26,4,2,9,4,8,49,24127.6,0
31327,19,91,1,9,3,7,2,7,57,28066.8,0
31334,40,91,28,2,1,9,4,8,65,32006.0,0
31380,1,91,26,9,3,9,2,9,61,30036.4,0
31400,4,91,16,8,3,10,2,10,63,31021.2,0
31410,16,91,20,9,3,5,2,5,141,69428.4,0
31539,15,91,6,2,1,5,4,4,57,28066.8,0
31552,18,91,3,3,1,6,4,5,41,20188.4,0
31554,2,91,11,9,3,8,2,8,22,10832.8,0
31591,36,91,22,8,3,7,2,7,86,42346.4,0
31593,22,91,19,7,3,9,1,9,72,35452.8,0
31624,11,91,2,4,2,8,4,7,60,29544.0,0
31958,21,91,10,8,3,5,2,5,74,36437.6,0
31996,17,91,5,12,4,7,3,7,39,19203.6,0
32186,12,91,30,4,2,8,4,7,134,65981.6,0
32190,3,91,3,9,3,10,2,10,169,83215.6,0
32297,33,91,12,10,4,8,2,8,68,33483.2,0
32305,37,91,7,12,4,9,3,9,154,75829.6,0
32366,27,91,5,3,1,6,4,5,200,98480.0,0
32531,29,91,10,1,1,7,3,6,181,89124.4,0
32554,24,91,27,9,3,5,2,5,77,37914.8,0
32666,9,91,27,4,2,7,4,6,147,72382.8,0
32673,16,91,26,9,3,7,2,7,48,23635.2,0
32745,30,91,13,7,3,6,1,6,91,44808.4,0
32791,13,91,28,7,3,6,1,6,169,83215.6,0
32839,27,91,7,9,3,7,2,7,12,5908.8,0
32884,23,91,8,3,1,6,4,5,100,49240.0,0
32888,5,91,9,7,3,9,1,9,189,93063.6,0
32937,7,91,6,5,2,5,1,5,195,96018.0,0
32984,34,91,5,8,3,5,2,5,21,10340.4,0
33098,9,91,16,3,1,7,4,6,64,31513.6,0
33143,4,91,3,7,3,8,1,8,88,43331.2,0
33162,2,91,1,7,3,10,1,10,65,32006.0,0
33174,31,91,7,10,4,6,2,6,137,67458.8,0
33221,30,91,23,3,1,6,4,5,73,35945.2,0
33246,30,91,8,2,1,8,4,7,107,52686.8,0
33272,1,91,26,8,3,6,2,6,87,42838.8,0
33303,32,91,20,5,2,10,1,10,79,38899.6,0
33356,29,91,27,4,2,7,4,6,160,78784.0,0
33418,33,91,14,3,1,6,4,5,162,79768.8,0
33489,4,91,5,8,3,10,2,10,97,47762.8,0
33583,38,91,14,3,1,7,4,6,29,14279.6,0
33635,29,91,4,8,3,5,2,5,95,46778.0,0
33696,7,91,14,3,1,5,4,4,76,37422.4,0
33728,26,91,10,7,3,6,1,6,33,16249.2,0
33733,4,91,18,6,2,5,1,5,35,17234.0,0
33802,17,91,25,2,1,9,4,8,10,4924.0,0
33888,36,91,8,1,1,8,3,7,130,64012.0,0
33894,28,91,3,7,3,6,1,6,167,82230.8,0
33913,32,91,19,9,3,10,2,10,199,97987.6,0
33955,34,91,7,3,1,7,4,6,25,12310.0,0
34062,16,91,20,1,1,7,3,6,28,13787.2,0
34074,30,91,5,8,3,8,2,8,23,11325.2,0
34107,28,91,4,1,1,10,3,9,99,48747.6,0
34139,40,91,23,12,4,7,3,7,24,11817.6,0
34147,21,91,6,12,4,9,3,9,165,81246.0,0
34307,37,91,9,5,2,9,1,9,141,69428.4,0
34308,37,91,9,5,2,8,1,8,189,93063.6,0
34461,30,91,8,7,3,7,1,7,104,51209.6,0
34464,10,91,19,8,3,9,2,9,164,80753.6,0
34517,33,91,4,7,3,5,1,5,121,59580.4,0
34522,35,91,3,8,3,10,2,10,44,21665.6,0
34572,9,91,18,2,1,5,4,4,56,27574.4,0
34634,22,91,1,12,4,9,3,9,189,93063.6,0
34732,7,91,14,2,1,5,4,4,49,24127.6,0
34776,14,91,18,10,4,10,2,10,142,69920.8,0
34787,16,91,29,12,4,5,3,5,105,51702.0,0
34835,4,91,20,6,2,5,1,5,125,61550.0,0
34853,10,91,11,11,4,6,3,6,55,27082.0,0
34884,27,91,23,3,1,6,4,5,123,60565.2,0
34891,30,91,29,1,1,10,3,9,189,93063.6,0
