invoiceid,custID,prodID,amt,qty,discounted,cal_month,cal_day,cal_year,cal_quarter,fiscal_quarter,fiscal_year
51289,29,53,131,93,0,12,7,6,4,3,06
51290,19,20,287,157,0,10,16,7,4,2,07
51291,19,19,277,30,0,10,16,6,4,2,06
51292,10,87,320,31,0,06,19,9,2,1,09
51293,19,20,277,188,0,10,16,8,4,2,08
51293,19,10,128,183,0,10,16,8,4,2,08
51294,37,7,342,194,0,02,21,6,1,4,05
51294,37,17,344,200,0,02,21,6,1,4,05
51294,37,100,369,69,0,02,21,6,1,4,05
51295,37,52,381,145,0,02,21,7,1,4,06
51296,34,104,177,133,0,02,17,5,1,4,04
51296,34,36,360,13,0,02,17,5,1,4,04
51297,27,69,195,66,0,02,20,10,1,4,09
51298,31,55,276,19,0,02,14,8,1,4,07
51299,32,58,390,41,0,04,14,8,2,4,07
51300,14,32,244,165,0,08,18,7,3,2,07
51301,32,53,108,91,0,04,14,6,2,4,05
51301,32,25,240,117,0,04,14,6,2,4,05
51302,32,21,396,166,0,04,14,5,2,4,04
51302,32,78,387,25,0,04,14,5,2,4,04
51303,32,36,302,66,0,10,23,9,4,2,09
51304,33,33,139,141,0,1,1,9,1,3,08
51305,7,63,198,92,0,05,24,5,2,1,05
51306,7,42,299,80,0,12,4,8,4,3,08
51306,7,82,234,186,0,12,4,8,4,3,08
51307,7,84,397,129,0,12,4,9,4,3,09
51307,7,33,169,74,0,12,4,9,4,3,09
51308,1,76,124,119,0,01,20,5,1,3,04
51308,1,5,181,187,0,01,20,5,1,3,04
51309,29,66,315,53,0,12,12,6,4,3,06
51309,29,104,383,97,0,12,12,6,4,3,06
51309,29,13,217,200,0,12,12,6,4,3,06
51309,29,36,400,159,0,12,12,6,4,3,06
51310,29,36,173,71,0,12,12,7,4,3,07
51311,14,65,223,183,0,08,18,6,3,2,06
51311,14,34,189,58,0,08,18,6,3,2,06
51312,29,67,327,87,0,12,12,5,4,3,05
51313,29,49,227,147,0,12,12,8,4,3,08
51314,29,9,107,27,0,12,12,9,4,3,09
51315,1,3,363,139,0,01,20,9,1,3,08
51315,1,60,306,44,0,01,20,9,1,3,08
51316,5,42,268,194,0,5,3,5,2,1,05
51317,22,33,359,28,0,04,27,6,2,4,05
51318,22,59,265,187,0,04,27,7,2,4,06
51319,22,3,372,26,0,04,27,8,2,4,07
51320,34,91,284,189,0,10,4,10,4,2,10
51320,34,48,172,123,0,10,4,10,4,2,10
51321,10,22,301,142,0,06,19,5,2,1,05
51321,10,21,188,133,0,06,19,5,2,1,05
51322,21,67,340,113,0,10,21,6,4,2,06
51322,21,51,396,53,0,10,21,6,4,2,06
51322,21,45,140,44,0,10,21,6,4,2,06
51323,21,101,355,57,0,10,21,7,4,2,07
51324,21,37,177,66,0,10,21,5,4,2,05
51325,3,79,395,12,0,12,9,7,4,3,07
51325,3,2,375,118,0,12,9,7,4,3,07
51325,3,94,262,29,0,12,9,7,4,3,07
51326,16,45,378,115,0,09,13,7,3,2,07
51326,16,70,171,64,0,09,13,7,3,2,07
51326,16,80,288,101,0,09,13,7,3,2,07
51327,3,16,301,124,0,12,9,5,4,3,05
51327,3,66,196,197,0,12,9,5,4,3,05
51327,3,71,273,112,0,12,9,5,4,3,05
51328,3,32,369,93,0,12,9,9,4,3,09
51328,3,11,311,21,0,12,9,9,4,3,09
51329,16,62,359,93,0,09,13,6,3,2,06
51329,16,56,113,82,0,09,13,6,3,2,06
51329,16,102,398,62,0,09,13,6,3,2,06
51330,8,3,283,117,0,10,6,9,4,2,09
51331,8,98,115,148,0,10,6,8,4,2,08
51332,21,20,355,55,0,10,21,8,4,2,08
51332,21,37,203,13,0,10,21,8,4,2,08
51333,21,86,208,195,0,10,21,9,4,2,09
51333,21,30,234,101,0,10,21,9,4,2,09
51334,9,3,370,86,0,12,7,7,4,3,07
51335,25,41,235,189,0,6,9,8,2,1,08
51335,25,46,279,171,0,6,9,8,2,1,08
51336,9,69,298,100,0,12,7,5,4,3,05
51337,22,52,235,169,0,3,9,5,1,4,04
51337,22,56,191,129,0,3,9,5,1,4,04
51338,22,74,391,63,0,3,9,6,1,4,05
51338,22,15,250,14,0,3,9,6,1,4,05
51339,22,88,182,94,0,3,9,9,1,4,08
51340,25,15,315,65,0,6,9,5,2,1,05
51341,9,98,292,38,0,12,7,9,4,3,09
51342,9,18,140,131,0,12,7,8,4,3,08
51343,30,15,280,127,0,12,7,10,4,3,10
51344,24,14,129,65,0,5,5,10,2,1,10
51345,3,85,233,80,0,09,16,7,3,2,07
51346,2,31,251,171,0,11,7,5,4,3,05
51347,10,39,363,18,0,04,22,5,2,4,04
51348,2,54,385,16,0,2,10,5,1,4,04
51348,2,46,148,149,0,2,10,5,1,4,04
51348,2,8,400,62,0,2,10,5,1,4,04
51349,2,49,220,107,0,2,10,7,1,4,06
51350,2,68,101,80,0,2,10,6,1,4,05
51351,2,87,172,90,0,2,10,9,1,4,08
51351,2,24,291,108,0,2,10,9,1,4,08
51351,2,19,208,85,0,2,10,9,1,4,08
51352,2,42,166,32,0,2,10,8,1,4,07
51352,2,104,180,171,0,2,10,8,1,4,07
51352,2,67,153,85,0,2,10,8,1,4,07
51353,3,30,172,185,0,09,16,9,3,2,09
51353,3,62,285,186,0,09,16,9,3,2,09
51354,3,53,240,101,0,09,16,8,3,2,08
51355,7,5,224,18,0,11,27,8,4,3,08
51356,10,83,190,130,0,6,10,10,2,1,10
51357,11,75,133,15,0,09,21,10,3,2,10
51357,11,68,199,175,0,09,21,10,3,2,10
51358,21,1,302,123,0,08,13,10,3,2,10
51358,21,5,294,197,0,08,13,10,3,2,10
51359,7,7,270,99,0,11,27,7,4,3,07
51359,7,75,373,177,0,11,27,7,4,3,07
51360,13,61,312,99,0,10,1,5,4,2,05
51360,13,72,200,145,0,10,1,5,4,2,05
51361,15,72,187,26,0,04,20,10,2,4,09
51361,15,71,137,159,0,04,20,10,2,4,09
51361,15,66,238,175,0,04,20,10,2,4,09
51362,13,62,188,160,0,10,1,6,4,2,06
51362,13,23,345,91,0,10,1,6,4,2,06
51363,19,82,315,114,0,04,29,8,2,4,07
51363,19,54,145,176,0,04,29,8,2,4,07
51364,35,16,152,186,0,08,29,8,3,2,08
51365,19,89,299,82,0,04,29,5,2,4,04
51366,19,54,180,112,0,04,29,6,2,4,05
51367,17,81,140,46,0,9,2,7,3,2,07
51368,13,64,270,167,0,10,1,9,4,2,09
51369,13,94,389,138,0,10,1,8,4,2,08
51369,13,12,145,190,0,10,1,8,4,2,08
51370,23,44,331,107,0,12,17,5,4,3,05
51371,28,91,158,30,0,7,11,6,3,1,06
51371,28,2,269,106,0,7,11,6,3,1,06
51371,28,105,121,82,0,7,11,6,3,1,06
51372,17,83,254,123,0,8,3,6,3,2,06
51372,17,76,315,35,0,8,3,6,3,2,06
51372,17,34,369,65,0,8,3,6,3,2,06
51373,23,30,113,149,0,12,17,6,4,3,06
51374,4,90,336,70,0,7,2,5,3,1,05
51375,4,72,231,10,0,3,3,7,1,4,06
51375,4,73,171,158,0,3,3,7,1,4,06
51376,4,85,377,93,0,7,2,7,3,1,07
51376,4,1,235,147,0,7,2,7,3,1,07
51376,4,71,245,19,0,7,2,7,3,1,07
51377,28,96,195,180,0,7,11,7,3,1,07
51378,29,77,260,71,0,03,19,6,1,4,05
51379,29,10,239,61,0,03,19,5,1,4,04
51379,29,36,336,150,0,03,19,5,1,4,04
51379,29,31,273,10,0,03,19,5,1,4,04
51379,29,41,256,73,0,03,19,5,1,4,04
51379,29,72,220,170,0,03,19,5,1,4,04
51380,4,78,388,141,0,3,3,9,1,4,08
51381,28,91,363,190,0,3,6,10,1,4,09
51382,28,2,313,60,0,05,24,8,2,1,08
51382,28,50,224,48,0,05,24,8,2,1,08
51383,28,40,309,11,0,05,24,9,2,1,09
51384,15,73,313,100,0,08,16,7,3,2,07
51385,39,49,220,150,0,6,4,10,2,1,10
51385,39,70,266,196,0,6,4,10,2,1,10
51385,39,99,105,39,0,6,4,10,2,1,10
51386,27,68,164,126,0,01,30,9,1,3,08
51387,28,102,107,113,0,05,24,6,2,1,06
51387,28,57,376,109,0,05,24,6,2,1,06
51388,28,86,280,161,0,05,24,5,2,1,05
51388,28,61,272,97,0,05,24,5,2,1,05
51388,28,22,337,120,0,05,24,5,2,1,05
51388,28,24,329,90,0,05,24,5,2,1,05
51389,12,37,399,68,0,08,22,10,3,2,10
51389,12,23,123,182,0,08,22,10,3,2,10
51390,15,65,203,65,0,08,16,5,3,2,05
51391,9,74,322,61,0,05,30,9,2,1,09
51391,9,29,176,79,0,05,30,9,2,1,09
51392,21,105,106,28,0,6,11,5,2,1,05
51392,21,39,135,63,0,6,11,5,2,1,05
51392,21,29,144,112,0,6,11,5,2,1,05
51392,21,21,334,132,0,6,11,5,2,1,05
51393,21,92,150,173,0,6,11,6,2,1,06
51393,21,58,128,29,0,6,11,6,2,1,06
51393,21,70,120,32,0,6,11,6,2,1,06
51393,21,74,236,177,0,6,11,6,2,1,06
51394,21,53,366,144,0,6,11,8,2,1,08
51395,28,59,211,114,0,2,3,9,1,4,08
51395,28,40,322,92,0,2,3,9,1,4,08
51396,9,75,350,24,0,05,30,7,2,1,07
51396,9,43,107,157,0,05,30,7,2,1,07
51396,9,5,248,88,0,05,30,7,2,1,07
51397,9,92,255,31,0,05,30,6,2,1,06
51397,9,44,304,150,0,05,30,6,2,1,06
51398,9,35,140,176,0,10,24,6,4,2,06
51399,39,96,219,196,0,08,15,7,3,2,07
51399,39,18,347,177,0,08,15,7,3,2,07
51399,39,88,101,123,0,08,15,7,3,2,07
51399,39,59,314,48,0,08,15,7,3,2,07
51400,23,95,253,55,0,04,13,9,2,4,08
51401,39,56,262,189,0,08,15,6,3,2,06
51401,39,59,304,17,0,08,15,6,3,2,06
51402,27,75,114,14,0,06,29,10,2,1,10
51402,27,10,284,16,0,06,29,10,2,1,10
51402,27,64,165,54,0,06,29,10,2,1,10
51403,19,13,207,88,0,01,18,10,1,3,09
51404,28,64,178,146,0,12,22,6,4,3,06
51405,40,15,116,106,0,12,1,10,4,3,10
51405,40,56,251,110,0,12,1,10,4,3,10
51406,4,47,187,180,0,1,9,10,1,3,09
51407,25,35,295,123,0,01,16,5,1,3,04
51408,12,40,388,43,0,01,26,5,1,3,04
51409,12,76,141,171,0,01,26,7,1,3,06
51409,12,9,334,54,0,01,26,7,1,3,06
51409,12,14,153,199,0,01,26,7,1,3,06
51410,12,85,363,51,0,01,26,6,1,3,05
51410,12,47,251,197,0,01,26,6,1,3,05
51411,34,28,249,156,0,03,16,10,1,4,09
51411,34,104,164,104,0,03,16,10,1,4,09
51412,8,6,258,156,0,02,15,10,1,4,09
51413,27,30,230,119,0,11,7,10,4,3,10
51414,14,35,191,35,0,05,30,6,2,1,06
51415,14,86,385,119,0,05,30,7,2,1,07
51416,22,14,351,85,0,7,3,10,3,1,10
51417,14,88,304,165,0,05,30,8,2,1,08
51417,14,9,370,12,0,05,30,8,2,1,08
51418,14,23,299,186,0,05,30,9,2,1,09
51418,14,75,361,189,0,05,30,9,2,1,09
51418,14,83,308,58,0,05,30,9,2,1,09
51419,14,41,231,177,0,09,28,5,3,2,05
51419,14,64,231,195,0,09,28,5,3,2,05
51420,3,29,243,163,0,2,6,8,1,4,07
51421,14,25,352,143,0,09,28,6,3,2,06
51421,14,78,101,132,0,09,28,6,3,2,06
51422,14,26,320,139,0,09,28,9,3,2,09
51422,14,43,117,168,0,09,28,9,3,2,09
51423,14,102,351,68,0,09,28,8,3,2,08
51424,3,77,150,177,0,2,6,7,1,4,06
51425,33,77,318,44,0,11,16,9,4,3,09
51426,31,41,122,40,0,03,16,5,1,4,04
51427,31,64,204,149,0,03,16,7,1,4,06
51427,31,22,279,67,0,03,16,7,1,4,06
51428,2,97,361,146,0,02,24,10,1,4,09
51428,2,78,208,174,0,02,24,10,1,4,09
51429,31,24,130,155,0,03,16,9,1,4,08
51430,24,35,252,70,0,5,1,10,2,1,10
51430,24,4,103,77,0,5,1,10,2,1,10
51431,25,44,244,57,0,10,23,10,4,2,10
51431,25,84,123,104,0,10,23,10,4,2,10
51431,25,10,167,83,0,10,23,10,4,2,10
51431,25,11,174,109,0,10,23,10,4,2,10
51432,17,48,200,200,0,12,17,6,4,3,06
51433,17,31,130,13,0,12,17,5,4,3,05
51433,17,47,146,176,0,12,17,5,4,3,05
51433,17,97,287,173,0,12,17,5,4,3,05
51434,17,21,329,191,0,12,17,8,4,3,08
51434,17,98,184,106,0,12,17,8,4,3,08
51435,17,89,200,30,0,12,17,9,4,3,09
51436,6,70,280,151,0,5,5,6,2,1,06
51437,10,90,378,126,0,9,2,10,3,2,10
51438,31,11,175,122,0,02,25,8,1,4,07
51438,31,21,151,79,0,02,25,8,1,4,07
51438,31,69,266,198,0,02,25,8,1,4,07
51439,31,92,171,71,0,02,25,9,1,4,08
51440,33,65,105,116,0,11,16,7,4,3,07
51440,33,76,330,21,0,11,16,7,4,3,07
51441,31,101,345,111,0,02,25,5,1,4,04
51441,31,45,223,29,0,02,25,5,1,4,04
51441,31,92,355,181,0,02,25,5,1,4,04
51441,31,84,121,164,0,02,25,5,1,4,04
51442,31,101,350,136,0,02,25,6,1,4,05
51443,1,64,304,68,0,03,17,6,1,4,05
51444,1,17,372,89,0,03,17,7,1,4,06
51444,1,12,361,175,0,03,17,7,1,4,06
51445,1,80,121,200,0,02,13,7,1,4,06
51446,1,62,334,27,0,03,17,5,1,4,04
51447,1,67,193,119,0,02,13,9,1,4,08
51447,1,78,157,167,0,02,13,9,1,4,08
51448,1,3,136,193,0,02,13,8,1,4,07
51448,1,49,103,144,0,02,13,8,1,4,07
51449,1,67,182,126,0,03,17,8,1,4,07
51449,1,7,121,193,0,03,17,8,1,4,07
51450,7,101,222,200,0,11,20,5,4,3,05
51451,9,8,118,177,0,01,26,9,1,3,08
51452,7,93,399,185,0,11,20,7,4,3,07
51452,7,58,100,14,0,11,20,7,4,3,07
51453,7,28,339,141,0,11,20,6,4,3,06
51454,40,43,202,80,0,06,14,8,2,1,08
51454,40,40,121,48,0,06,14,8,2,1,08
51455,18,23,229,149,0,05,17,6,2,1,06
51455,18,19,124,101,0,05,17,6,2,1,06
51456,18,15,289,133,0,05,17,5,2,1,05
51457,40,87,311,101,0,06,14,5,2,1,05
51457,40,2,340,82,0,06,14,5,2,1,05
51457,40,13,205,81,0,06,14,5,2,1,05
51458,8,76,138,158,0,08,31,6,3,2,06
51458,8,32,159,63,0,08,31,6,3,2,06
51458,8,97,348,159,0,08,31,6,3,2,06
51459,18,3,371,52,0,05,17,8,2,1,08
51459,18,74,291,183,0,05,17,8,2,1,08
51460,7,36,388,85,0,11,20,9,4,3,09
51460,7,97,216,76,0,11,20,9,4,3,09
51461,9,45,134,179,0,01,26,5,1,3,04
51462,9,21,354,153,0,01,26,6,1,3,05
51463,9,92,106,158,0,01,26,7,1,3,06
51464,3,79,328,150,0,03,29,10,1,4,09
51465,31,102,303,163,0,8,2,10,3,2,10
51466,22,103,200,153,0,01,21,10,1,3,09
51467,14,49,348,10,0,02,14,9,1,4,08
51468,21,40,329,192,0,2,9,9,1,4,08
51469,18,87,261,124,0,11,5,10,4,3,10
51469,18,71,186,41,0,11,5,10,4,3,10
51470,14,83,330,67,0,02,14,6,1,4,05
51471,4,32,394,198,0,12,8,5,4,3,05
51472,7,5,147,104,0,08,20,6,3,2,06
51472,7,22,308,142,0,08,20,6,3,2,06
51473,40,97,141,180,0,4,7,5,2,4,04
51474,7,74,227,139,0,08,20,9,3,2,09
51474,7,60,271,157,0,08,20,9,3,2,09
51474,7,26,222,50,0,08,20,9,3,2,09
51475,7,51,188,57,0,08,20,8,3,2,08
51476,9,98,295,135,0,2,2,7,1,4,06
51476,9,1,222,16,0,2,2,7,1,4,06
51477,1,37,302,30,0,09,15,10,3,2,10
51478,9,99,231,43,0,2,2,5,1,4,04
51478,9,73,123,106,0,2,2,5,1,4,04
51478,9,70,163,101,0,2,2,5,1,4,04
51479,4,79,351,30,0,06,29,10,2,1,10
51480,15,31,194,33,0,9,12,7,3,2,07
51481,35,64,155,29,0,4,9,7,2,4,06
51481,35,102,254,42,0,4,9,7,2,4,06
51482,29,56,124,139,0,01,17,7,1,3,06
51482,29,70,335,127,0,01,17,7,1,3,06
51483,9,75,320,109,0,2,2,8,1,4,07
51483,9,52,321,198,0,2,2,8,1,4,07
51483,9,28,228,61,0,2,2,8,1,4,07
51484,7,36,356,163,0,9,6,9,3,2,09
51484,7,83,105,168,0,9,6,9,3,2,09
51485,34,52,272,186,0,10,3,8,4,2,08
51485,34,86,290,152,0,10,3,8,4,2,08
51485,34,40,180,23,0,10,3,8,4,2,08
51486,34,61,314,182,0,10,3,5,4,2,05
51486,34,11,327,94,0,10,3,5,4,2,05
51487,15,21,150,132,0,09,29,7,3,2,07
51488,34,28,208,62,0,10,3,7,4,2,07
51489,15,2,313,58,0,7,2,7,3,1,07
51490,5,14,196,98,0,10,18,9,4,2,09
51491,5,49,146,59,0,10,18,8,4,2,08
51491,5,3,390,162,0,10,18,8,4,2,08
51492,12,103,229,90,0,01,15,8,1,3,07
51493,23,48,358,141,0,10,14,10,4,2,10
51494,12,17,102,140,0,01,15,7,1,3,06
51495,12,6,155,138,0,01,15,5,1,3,04
51496,22,90,338,55,0,04,28,10,2,4,09
51496,22,84,384,91,0,04,28,10,2,4,09
51496,22,7,256,111,0,04,28,10,2,4,09
51497,21,70,379,123,0,6,7,10,2,1,10
51498,16,68,249,200,0,5,9,5,2,1,05
51499,32,22,106,123,0,09,28,6,3,2,06
51500,15,48,239,26,0,10,15,10,4,2,10
51501,38,99,103,26,0,04,18,10,2,4,09
51502,29,16,322,66,0,05,17,7,2,1,07
51503,29,53,243,39,0,05,17,6,2,1,06
51503,29,19,175,171,0,05,17,6,2,1,06
51504,27,41,323,82,0,11,8,5,4,3,05
51504,27,51,233,61,0,11,8,5,4,3,05
51504,27,21,338,31,0,11,8,5,4,3,05
51505,27,99,281,134,0,11,8,7,4,3,07
51505,27,73,382,85,0,11,8,7,4,3,07
51506,16,42,258,81,0,1,4,10,1,3,09
51507,10,35,373,19,0,1,3,10,1,3,09
51508,29,63,277,15,0,05,17,8,2,1,08
51509,20,94,376,113,0,12,8,7,4,3,07
51510,19,29,396,15,0,06,13,7,2,1,07
51510,19,75,106,138,0,06,13,7,2,1,07
51510,19,79,232,185,0,06,13,7,2,1,07
51510,19,64,159,19,0,06,13,7,2,1,07
51511,22,29,266,74,0,11,4,6,4,3,06
51511,22,97,384,78,0,11,4,6,4,3,06
51512,19,27,296,152,0,06,13,9,2,1,09
51513,19,64,123,164,0,06,13,8,2,1,08
51514,11,48,283,124,0,5,9,5,2,1,05
51514,11,15,268,61,0,5,9,5,2,1,05
51514,11,105,129,17,0,5,9,5,2,1,05
51514,11,44,188,160,0,5,9,5,2,1,05
51515,11,28,226,166,0,5,9,6,2,1,06
51516,31,33,380,128,0,11,21,9,4,3,09
51517,32,58,251,47,0,9,10,5,3,2,05
51518,32,47,153,122,0,9,10,7,3,2,07
51518,32,4,394,164,0,9,10,7,3,2,07
51518,32,51,114,122,0,9,10,7,3,2,07
51518,32,35,118,192,0,9,10,7,3,2,07
51519,32,28,186,94,0,9,10,8,3,2,08
51519,32,77,344,12,0,9,10,8,3,2,08
51520,11,1,201,74,0,11,4,8,4,3,08
51521,21,48,378,97,0,6,3,10,2,1,10
51521,21,53,245,75,0,6,3,10,2,1,10
51522,4,53,154,56,0,09,15,10,3,2,10
51522,4,36,301,163,0,09,15,10,3,2,10
51523,11,18,119,49,0,11,4,5,4,3,05
51524,11,32,160,110,0,11,4,7,4,3,07
51524,11,8,142,118,0,11,4,7,4,3,07
51524,11,88,159,107,0,11,4,7,4,3,07
51524,11,90,111,16,0,11,4,7,4,3,07
51525,11,23,179,141,0,11,4,6,4,3,06
51525,11,33,205,101,0,11,4,6,4,3,06
51526,30,92,110,191,0,12,15,7,4,3,07
51527,30,23,337,30,0,12,15,6,4,3,06
51527,30,86,363,153,0,12,15,6,4,3,06
51527,30,16,380,149,0,12,15,6,4,3,06
51528,30,58,298,177,0,12,15,5,4,3,05
51528,30,97,102,132,0,12,15,5,4,3,05
51529,20,93,238,142,0,12,5,6,4,3,06
51530,17,52,213,181,0,12,3,5,4,3,05
51530,17,89,399,74,0,12,3,5,4,3,05
51531,17,101,146,38,0,12,3,7,4,3,07
51532,22,37,352,47,0,12,18,5,4,3,05
51533,17,45,110,48,0,12,3,9,4,3,09
51534,17,4,243,95,0,12,3,8,4,3,08
51535,32,6,151,123,0,11,16,9,4,3,09
51536,20,26,288,188,0,12,5,9,4,3,09
51536,20,24,165,10,0,12,5,9,4,3,09
51537,20,77,290,142,0,12,5,8,4,3,08
51538,30,62,124,58,0,12,15,9,4,3,09
51538,30,58,319,91,0,12,15,9,4,3,09
51539,11,64,213,109,0,10,20,10,4,2,10
51539,11,25,242,116,0,10,20,10,4,2,10
51540,8,102,184,22,0,05,25,8,2,1,08
51541,15,5,167,176,0,12,6,9,4,3,09
51542,4,14,228,147,0,1,2,9,1,3,08
51542,4,104,360,61,0,1,2,9,1,3,08
51543,4,58,389,131,0,1,2,8,1,3,07
51543,4,30,333,125,0,1,2,8,1,3,07
51543,4,87,384,60,0,1,2,8,1,3,07
51544,8,43,163,76,0,05,25,5,2,1,05
51544,8,96,192,161,0,05,25,5,2,1,05
51545,8,67,207,61,0,05,25,6,2,1,06
51546,15,55,344,90,0,12,6,7,4,3,07
51546,15,61,271,101,0,12,6,7,4,3,07
51547,21,25,148,198,0,03,31,9,1,4,08
51547,21,65,177,62,0,03,31,9,1,4,08
51548,7,60,188,12,0,10,7,6,4,2,06
51548,7,49,114,80,0,10,7,6,4,2,06
51548,7,78,280,173,0,10,7,6,4,2,06
51549,7,1,397,34,0,10,7,5,4,2,05
51550,24,25,135,53,0,05,29,8,2,1,08
51550,24,16,148,12,0,05,29,8,2,1,08
51550,24,43,352,87,0,05,29,8,2,1,08
51550,24,13,135,179,0,05,29,8,2,1,08
51551,20,83,324,67,0,04,27,6,2,4,05
51551,20,23,106,134,0,04,27,6,2,4,05
51551,20,38,316,137,0,04,27,6,2,4,05
51551,20,45,396,36,0,04,27,6,2,4,05
51552,24,3,328,50,0,05,29,7,2,1,07
51553,7,11,242,170,0,10,7,9,4,2,09
51553,7,22,333,142,0,10,7,9,4,2,09
51553,7,81,222,79,0,10,7,9,4,2,09
51553,7,14,164,28,0,10,7,9,4,2,09
51554,32,48,280,100,0,09,21,10,3,2,10
51555,22,27,115,47,0,07,13,8,3,1,08
51556,2,84,170,111,0,04,20,5,2,4,04
51557,40,95,220,135,0,06,27,8,2,1,08
51557,40,102,337,144,0,06,27,8,2,1,08
51558,40,10,236,180,0,06,27,9,2,1,09
51558,40,16,106,120,0,06,27,9,2,1,09
51559,2,24,391,31,0,04,20,8,2,4,07
51560,40,93,156,124,0,06,27,7,2,1,07
51560,40,71,287,52,0,06,27,7,2,1,07
51561,13,48,238,43,0,08,26,10,3,2,10
51562,22,51,390,199,0,07,13,5,3,1,05
51562,22,53,352,116,0,07,13,5,3,1,05
51563,22,101,133,119,0,07,13,7,3,1,07
51563,22,14,356,136,0,07,13,7,3,1,07
51563,22,98,357,155,0,07,13,7,3,1,07
51564,19,14,218,127,0,12,11,6,4,3,06
51564,19,63,376,74,0,12,11,6,4,3,06
51565,23,68,223,93,0,10,2,9,4,2,09
51566,23,86,205,21,0,10,2,8,4,2,08
51567,39,49,355,164,0,02,14,9,1,4,08
51568,23,70,140,112,0,10,2,7,4,2,07
51569,34,16,222,125,0,12,19,5,4,3,05
51570,20,18,378,130,0,03,22,6,1,4,05
51570,20,33,297,140,0,03,22,6,1,4,05
51571,20,55,259,161,0,03,22,7,1,4,06
51572,20,13,338,122,0,03,22,5,1,4,04
51573,38,16,218,56,0,04,17,10,2,4,09
51574,7,59,137,47,0,07,24,6,3,1,06
51574,7,13,386,140,0,07,24,6,3,1,06
51575,20,8,281,129,0,03,22,8,1,4,07
51575,20,48,193,39,0,03,22,8,1,4,07
51576,20,105,100,131,0,03,22,9,1,4,08
51577,24,53,260,193,0,5,6,8,2,1,08
51577,24,56,273,122,0,5,6,8,2,1,08
51578,24,104,105,103,0,5,6,9,2,1,09
51579,24,79,215,125,0,5,6,5,2,1,05
51580,24,43,260,190,0,5,6,6,2,1,06
51580,24,64,300,93,0,5,6,6,2,1,06
51581,24,84,124,93,0,5,6,7,2,1,07
51581,24,33,316,127,0,5,6,7,2,1,07
51582,21,17,225,12,0,07,28,9,3,1,09
51582,21,84,173,57,0,07,28,9,3,1,09
51583,34,62,196,104,0,4,12,9,2,4,08
51584,34,94,367,61,0,4,12,8,2,4,07
51584,34,91,269,29,0,4,12,8,2,4,07
51585,38,84,313,56,0,06,24,8,2,1,08
51586,34,60,104,126,0,4,12,5,2,4,04
51587,38,66,177,114,0,06,24,5,2,1,05
51588,9,27,396,114,0,2,6,9,1,4,08
51588,9,70,399,128,0,2,6,9,1,4,08
51589,18,102,132,23,0,05,20,10,2,1,10
51590,27,13,138,180,0,11,4,8,4,3,08
51590,27,34,358,150,0,11,4,8,4,3,08
51591,5,96,227,67,0,10,5,5,4,2,05
51592,27,98,124,89,0,11,4,6,4,3,06
51593,27,48,212,48,0,11,4,7,4,3,07
51594,33,98,328,87,0,12,11,5,4,3,05
51594,33,11,264,139,0,12,11,5,4,3,05
51595,35,16,377,47,0,10,19,8,4,2,08
51595,35,65,106,77,0,10,19,8,4,2,08
51596,33,45,301,26,0,12,11,7,4,3,07
51597,35,101,353,90,0,10,19,6,4,2,06
51597,35,25,210,70,0,10,19,6,4,2,06
51597,35,81,337,139,0,10,19,6,4,2,06
51597,35,62,137,125,0,10,19,6,4,2,06
51598,33,76,144,194,0,12,11,9,4,3,09
51599,7,41,283,95,0,7,3,7,3,1,07
51599,7,46,303,161,0,7,3,7,3,1,07
51600,14,81,241,187,0,4,12,6,2,4,05
51601,7,50,342,111,0,7,3,5,3,1,05
51601,7,85,123,43,0,7,3,5,3,1,05
51602,17,50,161,178,0,4,4,8,2,4,07
51602,17,56,276,189,0,4,4,8,2,4,07
51603,7,28,249,17,0,7,3,9,3,1,09
51604,7,104,139,99,0,7,3,8,3,1,08
51605,5,38,106,27,0,10,16,10,4,2,10
51606,20,73,155,18,0,07,27,7,3,1,07
51606,20,48,312,82,0,07,27,7,3,1,07
51607,39,37,370,180,0,2,3,10,1,4,09
51607,39,12,256,186,0,2,3,10,1,4,09
51608,1,53,105,193,0,1,9,10,1,3,09
51609,40,2,257,156,0,3,10,7,1,4,06
51610,30,104,263,12,0,9,6,10,3,2,10
51611,20,68,136,167,0,07,27,8,3,1,08
51612,20,5,281,170,0,3,8,5,1,4,04
51613,13,83,309,104,0,07,14,10,3,1,10
51614,10,83,161,63,0,9,3,5,3,2,05
51615,15,3,265,110,0,09,29,5,3,2,05
51616,10,104,131,67,0,9,3,8,3,2,08
51616,10,19,206,171,0,9,3,8,3,2,08
51617,31,80,161,161,0,08,21,6,3,2,06
51618,15,93,146,135,0,09,29,9,3,2,09
51619,17,92,188,170,0,04,24,6,2,4,05
51620,6,40,346,100,0,10,22,7,4,2,07
51621,30,89,367,48,0,10,10,6,4,2,06
51621,30,90,399,43,0,10,10,6,4,2,06
51622,1,51,349,131,0,02,15,8,1,4,07
51622,1,58,235,38,0,02,15,8,1,4,07
51622,1,105,243,28,0,02,15,8,1,4,07
51623,9,16,153,105,0,08,17,7,3,2,07
51624,9,22,260,96,0,08,17,6,3,2,06
51625,9,70,173,47,0,08,17,5,3,2,05
51626,6,90,171,150,0,06,17,5,2,1,05
51627,9,19,257,181,0,08,17,9,3,2,09
51628,9,32,342,60,0,08,17,8,3,2,08
